id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_num,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
173,APOLLOHOSP,Mar 2014,4357,3681,676,16,18,119,168,407,25,315,23.0,25,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
174,APOLLOHOSP,Mar 2015,5129,4392,737,14,47,118,212,455,29,335,24.0,24,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
175,APOLLOHOSP,Mar 2016,6150,5465,684,11,92,180,264,332,29,235,17.0,35,2016,17.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.12,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-8.24,NORMAL,,INSUFFICIENT,,INSUFFICIENT
176,APOLLOHOSP,Mar 2017,7256,6522,734,10,60,257,314,222,41,131,16.0,38,2017,18.53,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-25.36,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-11.39,NORMAL,,INSUFFICIENT,,INSUFFICIENT
177,APOLLOHOSP,Mar 2018,8243,7442,801,10,24,295,359,171,65,60,8.0,59,2018,17.13,NORMAL,16.94,NORMAL,,INSUFFICIENT,-43.63,NORMAL,-27.67,NORMAL,,INSUFFICIENT,-30.66,NORMAL,-18.32,NORMAL,,INSUFFICIENT
178,APOLLOHOSP,Mar 2019,9617,8548,1070,11,26,327,396,373,47,200,17.0,35,2019,16.07,NORMAL,17.16,NORMAL,,INSUFFICIENT,-5.23,NORMAL,-8.68,NORMAL,,INSUFFICIENT,0.0,NORMAL,-5.87,NORMAL,,INSUFFICIENT
179,APOLLOHOSP,Mar 2020,11247,9656,1591,14,222,533,620,660,34,432,33.0,18,2020,15.73,NORMAL,17.0,NORMAL,,INSUFFICIENT,48.85,NORMAL,5.22,NORMAL,,INSUFFICIENT,27.29,NORMAL,6.58,NORMAL,,INSUFFICIENT
180,APOLLOHOSP,Mar 2021,10560,9420,1140,11,103,449,573,221,38,137,10.0,29,2021,8.61,NORMAL,11.42,NORMAL,,INSUFFICIENT,31.68,NORMAL,-10.23,NORMAL,,INSUFFICIENT,7.72,NORMAL,-10.07,NORMAL,,INSUFFICIENT
181,APOLLOHOSP,Mar 2022,14663,12474,2189,15,368,379,601,1578,30,1108,73.0,16,2022,15.1,NORMAL,15.11,NORMAL,,INSUFFICIENT,76.94,NORMAL,53.27,NORMAL,,INSUFFICIENT,62.54,NORMAL,35.47,NORMAL,,INSUFFICIENT
182,APOLLOHOSP,Mar 2023,16612,14548,2065,12,75,381,615,1144,22,844,57.0,26,2023,13.88,NORMAL,15.04,NORMAL,15.99,NORMAL,25.01,NORMAL,69.68,NORMAL,10.79,NORMAL,19.98,NORMAL,48.1,NORMAL,9.99,NORMAL
183,APOLLOHOSP,Mar 2024,19059,16665,2394,13,105,449,687,1362,33,935,63.0,26,2024,21.75,NORMAL,14.66,NORMAL,15.9,NORMAL,89.68,NORMAL,36.13,NORMAL,11.49,NORMAL,84.69,NORMAL,29.95,NORMAL,10.6,NORMAL
185,ASIANPAINT,Mar 2013,10504,8767,1737,17,114,42,155,1655,30,1160,12.0,40,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
186,ASIANPAINT,Mar 2014,12220,10217,2004,16,124,48,246,1834,31,1263,13.0,42,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
187,ASIANPAINT,Mar 2015,13615,11372,2243,16,142,42,266,2077,31,1427,15.0,42,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
188,ASIANPAINT,Mar 2016,14271,11546,2725,19,213,49,276,2614,32,1803,18.0,41,2016,10.76,NORMAL,,INSUFFICIENT,,INSUFFICIENT,15.84,NORMAL,,INSUFFICIENT,,INSUFFICIENT,14.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT
189,ASIANPAINT,Mar 2017,15062,12068,2994,20,338,37,335,2960,32,2016,20.0,51,2017,7.22,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.87,NORMAL,,INSUFFICIENT,,INSUFFICIENT,15.44,NORMAL,,INSUFFICIENT,,INSUFFICIENT
190,ASIANPAINT,Mar 2018,16825,13621,3204,19,336,41,360,3138,33,2098,21.0,41,2018,7.31,NORMAL,9.88,NORMAL,,INSUFFICIENT,13.71,NORMAL,12.58,NORMAL,,INSUFFICIENT,11.87,NORMAL,11.84,NORMAL,,INSUFFICIENT
191,ASIANPAINT,Mar 2019,19240,15475,3765,20,274,110,622,3306,33,2208,22.0,47,2019,10.47,NORMAL,9.5,NORMAL,,INSUFFICIENT,6.99,NORMAL,11.82,NORMAL,,INSUFFICIENT,6.92,NORMAL,11.1,NORMAL,,INSUFFICIENT
192,ASIANPAINT,Mar 2020,20211,16054,4157,21,355,102,780,3629,24,2774,28.0,43,2020,10.3,NORMAL,8.22,NORMAL,,INSUFFICIENT,11.23,NORMAL,14.22,NORMAL,,INSUFFICIENT,11.87,NORMAL,13.3,NORMAL,,INSUFFICIENT
193,ASIANPAINT,Mar 2021,21713,16857,4856,22,332,92,791,4304,26,3207,33.0,55,2021,8.87,NORMAL,8.76,NORMAL,,INSUFFICIENT,15.19,NORMAL,12.21,NORMAL,,INSUFFICIENT,16.26,NORMAL,12.89,NORMAL,,INSUFFICIENT
194,ASIANPAINT,Mar 2022,29101,24298,4804,17,296,95,816,4188,26,3085,32.0,61,2022,14.79,NORMAL,14.08,NORMAL,,INSUFFICIENT,11.79,NORMAL,8.88,NORMAL,,INSUFFICIENT,13.3,NORMAL,9.86,NORMAL,,INSUFFICIENT
195,ASIANPAINT,Mar 2023,34489,28229,6260,18,431,144,858,5689,26,4195,43.0,60,2023,19.5,NORMAL,15.44,NORMAL,12.62,NORMAL,14.78,NORMAL,14.86,NORMAL,13.72,NORMAL,15.37,NORMAL,15.41,NORMAL,13.61,NORMAL
196,ASIANPAINT,Mar 2024,35495,27910,7585,21,821,205,853,7348,24,5558,57.0,58,2024,17.8,NORMAL,13.03,NORMAL,11.25,NORMAL,20.12,NORMAL,20.28,NORMAL,15.97,NORMAL,19.98,NORMAL,20.97,NORMAL,15.93,NORMAL
198,ATGL,Mar 2018,1374,1008,366,27,80,125,61,259,36,162,6.0,0,2018,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
199,ATGL,Mar 2019,1719,1264,455,26,59,90,67,357,36,229,2.0,12,2019,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
200,ATGL,Mar 2020,1875,1280,595,32,44,41,51,547,20,436,4.0,6,2020,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
201,ATGL,Mar 2021,1696,991,704,42,30,40,63,631,25,463,4.0,6,2021,7.27,NORMAL,,INSUFFICIENT,,INSUFFICIENT,41.91,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-12.64,NORMAL,,INSUFFICIENT,,INSUFFICIENT
202,ATGL,Mar 2022,3038,2265,773,25,46,53,83,684,26,509,5.0,5,2022,20.9,NORMAL,,INSUFFICIENT,,INSUFFICIENT,30.51,NORMAL,,INSUFFICIENT,,INSUFFICIENT,35.72,NORMAL,,INSUFFICIENT,,INSUFFICIENT
203,ATGL,Mar 2023,4378,3508,870,20,54,78,113,733,25,546,5.0,5,2023,32.67,NORMAL,26.08,NORMAL,,INSUFFICIENT,7.79,NORMAL,27.51,NORMAL,,INSUFFICIENT,7.72,NORMAL,-3.58,NORMAL,,INSUFFICIENT
204,ATGL,Mar 2024,4475,3371,1104,25,62,111,158,896,26,668,6.0,4,2024,38.18,NORMAL,21.09,NORMAL,,INSUFFICIENT,13.0,NORMAL,23.88,NORMAL,,INSUFFICIENT,14.47,NORMAL,24.57,NORMAL,,INSUFFICIENT
206,BAJAJ-AUTO,Mar 2013,20025,16370,3656,18,790,1,168,4277,29,3133,108.0,42,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
207,BAJAJ-AUTO,Mar 2014,20137,15974,4163,21,674,1,181,4655,31,3380,117.0,43,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
208,BAJAJ-AUTO,Mar 2015,21595,17467,4128,19,228,6,267,4083,31,3026,105.0,48,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
209,BAJAJ-AUTO,Mar 2016,22574,17781,4793,21,1194,1,307,5679,28,4061,140.0,39,2016,4.07,NORMAL,,INSUFFICIENT,,INSUFFICIENT,9.03,NORMAL,,INSUFFICIENT,,INSUFFICIENT,9.04,NORMAL,,INSUFFICIENT,,INSUFFICIENT
210,BAJAJ-AUTO,Mar 2017,21755,17326,4429,20,1468,1,307,5588,27,4079,141.0,39,2017,2.61,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.42,NORMAL,,INSUFFICIENT,,INSUFFICIENT
211,BAJAJ-AUTO,Mar 2018,25210,20364,4846,19,1404,1,315,5933,29,4219,146.0,41,2018,5.29,NORMAL,4.71,NORMAL,,INSUFFICIENT,11.72,NORMAL,6.13,NORMAL,,INSUFFICIENT,11.61,NORMAL,6.21,NORMAL,,INSUFFICIENT
212,BAJAJ-AUTO,Mar 2019,30358,25160,5198,17,2028,4,266,6956,29,4928,170.0,35,2019,10.38,NORMAL,8.56,NORMAL,,INSUFFICIENT,6.66,NORMAL,7.83,NORMAL,,INSUFFICIENT,6.69,NORMAL,7.76,NORMAL,,INSUFFICIENT
213,BAJAJ-AUTO,Mar 2020,29919,24809,5109,17,1832,3,246,6692,22,5212,180.0,67,2020,11.21,NORMAL,6.74,NORMAL,,INSUFFICIENT,8.51,NORMAL,11.49,NORMAL,,INSUFFICIENT,8.48,NORMAL,11.38,NORMAL,,INSUFFICIENT
214,BAJAJ-AUTO,Mar 2021,27741,22803,4938,18,1570,7,259,6241,22,4857,168.0,83,2021,3.24,NORMAL,4.21,NORMAL,,INSUFFICIENT,4.81,NORMAL,3.64,NORMAL,,INSUFFICIENT,4.79,NORMAL,3.71,NORMAL,,INSUFFICIENT
215,BAJAJ-AUTO,Mar 2022,33145,27886,5259,16,2671,9,270,7652,19,6166,213.0,66,2022,2.97,NORMAL,8.79,NORMAL,,INSUFFICIENT,7.76,NORMAL,8.62,NORMAL,,INSUFFICIENT,7.81,NORMAL,8.6,NORMAL,,INSUFFICIENT
216,BAJAJ-AUTO,Mar 2023,36455,29991,6465,18,1703,40,286,7842,23,6060,214.0,65,2023,6.81,NORMAL,7.66,NORMAL,6.17,NORMAL,5.15,NORMAL,7.51,NORMAL,6.82,NORMAL,5.94,NORMAL,7.95,NORMAL,7.08,NORMAL
217,BAJAJ-AUTO,Mar 2024,44870,36106,8765,20,1700,60,365,10040,23,7708,276.0,29,2024,17.38,NORMAL,8.13,NORMAL,8.34,NORMAL,16.64,NORMAL,9.36,NORMAL,8.59,NORMAL,18.0,NORMAL,10.18,NORMAL,8.96,NORMAL
219,AXISBANK,Mar 2013,27183,17516,8313,1353,5,6551,352,7553,31,5179,22.0,16,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
220,AXISBANK,Mar 2014,30641,18690,9644,2307,8,7405,364,9349,33,6218,26.0,15,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
221,AXISBANK,Mar 2015,35479,21254,11127,3097,9,8365,406,11057,33,7358,31.0,15,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
222,AXISBANK,Mar 2016,40988,24155,13367,3466,8,9371,444,12394,34,8224,35.0,14,2016,14.67,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.67,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.74,NORMAL,,INSUFFICIENT,,INSUFFICIENT
223,AXISBANK,Mar 2017,44542,26449,23808,-5715,-13,11691,509,5468,33,3679,15.0,33,2017,13.28,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-16.05,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-16.75,NORMAL,,INSUFFICIENT,,INSUFFICIENT
224,AXISBANK,Mar 2018,45780,27163,28895,-10277,-22,10967,568,122,-99,276,1.0,0,2018,8.87,NORMAL,10.99,NORMAL,,INSUFFICIENT,-66.53,NORMAL,-44.37,NORMAL,,INSUFFICIENT,-68.17,NORMAL,-46.11,NORMAL,,INSUFFICIENT
225,AXISBANK,Mar 2019,54986,33278,27155,-5447,-10,13130,710,6974,33,4677,18.0,6,2019,10.29,NORMAL,12.41,NORMAL,,INSUFFICIENT,-17.15,NORMAL,-5.54,NORMAL,,INSUFFICIENT,-19.88,NORMAL,-7.09,NORMAL,,INSUFFICIENT
226,AXISBANK,Mar 2020,62635,37429,35066,-9859,-16,15537,773,4904,67,1627,6.0,0,2020,12.03,NORMAL,12.04,NORMAL,,INSUFFICIENT,-23.81,NORMAL,-26.05,NORMAL,,INSUFFICIENT,-26.32,NORMAL,-28.0,NORMAL,,INSUFFICIENT
227,AXISBANK,Mar 2021,63346,34107,31749,-2510,-4,12264,948,8806,25,6588,22.0,0,2021,11.43,NORMAL,9.1,NORMAL,,INSUFFICIENT,187.93,NORMAL,-4.34,NORMAL,,INSUFFICIENT,180.2,NORMAL,-8.87,NORMAL,,INSUFFICIENT
228,AXISBANK,Mar 2022,67377,34245,29962,3170,5,15221,1008,17383,25,13025,42.0,2,2022,7.01,NORMAL,8.63,NORMAL,,INSUFFICIENT,40.69,NORMAL,28.77,NORMAL,,INSUFFICIENT,32.64,NORMAL,22.87,NORMAL,,INSUFFICIENT
229,AXISBANK,Mar 2023,85164,42218,29089,13857,16,16143,13094,16906,43,9580,31.0,3,2023,10.78,NORMAL,13.22,NORMAL,12.1,NORMAL,80.58,NORMAL,103.28,NORMAL,6.34,NORMAL,72.88,NORMAL,98.73,NORMAL,3.49,NORMAL
230,AXISBANK,Mar 2024,109369,59474,37943,11952,11,22442,1334,33060,25,24861,81.0,1,2024,19.97,NORMAL,14.74,NORMAL,13.57,NORMAL,55.69,NORMAL,39.67,NORMAL,14.86,NORMAL,54.41,NORMAL,35.1,NORMAL,12.03,NORMAL
232,BAJAJFINSV,Mar 2013,8055,4124,3931,49,2,1204,22,2708,18,2214,10.0,2,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
233,BAJAJFINSV,Mar 2014,6023,1531,4491,75,3,1562,31,2902,24,2191,10.0,2,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
234,BAJAJFINSV,Mar 2015,11335,5823,5511,49,8,2230,38,3251,26,2409,11.0,2,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
235,BAJAJFINSV,Mar 2016,20533,13795,6739,33,0,2877,58,3804,27,2775,12.0,1,2016,36.6,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.82,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.27,NORMAL,,INSUFFICIENT,,INSUFFICIENT
236,BAJAJFINSV,Mar 2017,24507,15794,8713,36,0,3716,73,4925,30,3450,14.0,1,2017,59.65,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.34,NORMAL,,INSUFFICIENT,,INSUFFICIENT,11.87,NORMAL,,INSUFFICIENT,,INSUFFICIENT
237,BAJAJFINSV,Mar 2018,32862,22074,10788,33,1,4531,160,6099,32,4176,17.0,1,2018,42.59,NORMAL,32.47,NORMAL,,INSUFFICIENT,20.13,NORMAL,13.53,NORMAL,,INSUFFICIENT,15.62,NORMAL,11.2,NORMAL,,INSUFFICIENT
238,BAJAJFINSV,Mar 2019,42605,27569,15037,35,2,6657,226,8155,34,5374,20.0,1,2019,27.55,NORMAL,47.89,NORMAL,,INSUFFICIENT,24.65,NORMAL,19.66,NORMAL,,INSUFFICIENT,18.56,NORMAL,14.87,NORMAL,,INSUFFICIENT
239,BAJAJFINSV,Mar 2020,54351,36094,18258,34,0,9500,457,8302,28,5994,21.0,2,2020,30.41,NORMAL,36.82,NORMAL,,INSUFFICIENT,20.22,NORMAL,20.0,NORMAL,,INSUFFICIENT,14.47,NORMAL,13.81,NORMAL,,INSUFFICIENT
240,BAJAJFINSV,Mar 2021,60592,40950,19641,32,-7,9274,498,9862,25,7367,28.0,1,2021,22.62,NORMAL,24.16,NORMAL,,INSUFFICIENT,20.83,NORMAL,21.56,NORMAL,,INSUFFICIENT,18.1,NORMAL,18.47,NORMAL,,INSUFFICIENT
241,BAJAJFINSV,Mar 2022,68406,46951,21455,31,8,9629,563,11271,26,8314,29.0,1,2022,17.1,NORMAL,22.79,NORMAL,,INSUFFICIENT,15.66,NORMAL,19.23,NORMAL,,INSUFFICIENT,13.19,NORMAL,15.68,NORMAL,,INSUFFICIENT
242,BAJAJFINSV,Mar 2023,82072,52204,29868,36,1,12380,678,16811,27,12210,40.0,2,2023,14.73,NORMAL,20.09,NORMAL,26.13,NORMAL,26.77,NORMAL,23.93,NORMAL,18.62,NORMAL,23.96,NORMAL,18.66,NORMAL,14.87,NORMAL
243,BAJAJFINSV,Mar 2024,110382,69497,40886,37,-4,18607,900,21375,27,15595,51.0,2,2024,22.13,NORMAL,20.97,NORMAL,33.75,NORMAL,28.4,NORMAL,23.75,NORMAL,21.68,NORMAL,22.12,NORMAL,20.59,NORMAL,17.69,NORMAL
245,BAJAJHLDNG,Mar 2013,337,15,322,95,3,0,2,322,21,1856,167.0,15,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
246,BAJAJHLDNG,Mar 2014,423,23,400,94,5,0,5,400,20,1988,179.0,17,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
247,BAJAJHLDNG,Mar 2015,524,40,484,92,35,0,6,513,19,2029,182.0,19,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
248,BAJAJHLDNG,Mar 2016,470,42,429,91,7,0,5,430,21,2265,204.0,16,2016,11.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.86,NORMAL,,INSUFFICIENT,,INSUFFICIENT,6.9,NORMAL,,INSUFFICIENT,,INSUFFICIENT
249,BAJAJHLDNG,Mar 2017,842,215,628,75,8,0,5,630,21,2473,222.0,15,2017,25.79,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.55,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.44,NORMAL,,INSUFFICIENT,,INSUFFICIENT
250,BAJAJHLDNG,Mar 2018,420,65,355,85,2390,0,5,2739,3,2655,239.0,17,2018,-7.11,NORMAL,4.5,NORMAL,,INSUFFICIENT,9.38,NORMAL,7.42,NORMAL,,INSUFFICIENT,9.51,NORMAL,7.43,NORMAL,,INSUFFICIENT
251,BAJAJHLDNG,Mar 2019,431,85,347,80,2827,0,4,3170,4,3048,274.0,12,2019,-2.85,NORMAL,0.38,NORMAL,,INSUFFICIENT,10.4,NORMAL,8.92,NORMAL,,INSUFFICIENT,10.33,NORMAL,8.89,NORMAL,,INSUFFICIENT
252,BAJAJHLDNG,Mar 2020,435,134,301,69,3058,13,33,3314,7,3080,269.0,15,2020,-19.76,NORMAL,-3.65,NORMAL,,INSUFFICIENT,7.59,NORMAL,8.71,NORMAL,,INSUFFICIENT,6.61,NORMAL,8.13,NORMAL,,INSUFFICIENT
253,BAJAJHLDNG,Mar 2021,457,106,352,77,3451,4,34,3766,3,3654,328.0,12,2021,2.85,NORMAL,-0.56,NORMAL,,INSUFFICIENT,11.23,NORMAL,10.04,NORMAL,,INSUFFICIENT,11.13,NORMAL,9.96,NORMAL,,INSUFFICIENT
254,BAJAJHLDNG,Mar 2022,484,117,367,76,3896,3,34,4226,2,4126,364.0,32,2022,3.94,NORMAL,-10.48,NORMAL,,INSUFFICIENT,10.62,NORMAL,10.78,NORMAL,,INSUFFICIENT,9.93,NORMAL,10.4,NORMAL,,INSUFFICIENT
255,BAJAJHLDNG,Mar 2023,522,142,380,73,4673,7,34,5012,1,4946,436.0,28,2023,6.27,NORMAL,4.44,NORMAL,4.47,NORMAL,17.1,NORMAL,13.25,NORMAL,10.3,NORMAL,17.47,NORMAL,12.78,NORMAL,10.07,NORMAL
256,BAJAJHLDNG,Mar 2024,1702,140,1562,92,5967,2,34,7493,2,7365,653.0,20,2024,55.01,NORMAL,31.61,NORMAL,14.94,NORMAL,26.32,NORMAL,19.3,NORMAL,13.99,NORMAL,25.8,NORMAL,18.97,NORMAL,13.82,NORMAL
258,BAJFINANCE,Mar 2015,5392,2274,1752,1367,25,26,36,1357,34,898,18.0,10,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
259,BAJFINANCE,Mar 2016,7299,2959,2354,1986,27,35,56,1965,35,1279,24.0,10,2016,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
260,BAJFINANCE,Mar 2017,9970,3853,3250,2867,29,22,71,2817,35,1836,33.0,11,2017,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
261,BAJFINANCE,Mar 2018,12746,4696,4115,3935,31,10,102,3843,35,2496,43.0,9,2018,33.21,NORMAL,,INSUFFICIENT,,INSUFFICIENT,40.6,NORMAL,,INSUFFICIENT,,INSUFFICIENT,33.68,NORMAL,,INSUFFICIENT,,INSUFFICIENT
262,BAJFINANCE,Mar 2019,18487,6723,5454,6310,34,13,144,6179,35,3995,69.0,9,2019,36.31,NORMAL,,INSUFFICIENT,,INSUFFICIENT,46.18,NORMAL,,INSUFFICIENT,,INSUFFICIENT,42.19,NORMAL,,INSUFFICIENT,,INSUFFICIENT
263,BAJFINANCE,Mar 2020,26374,9608,9159,7608,29,9,295,7322,28,5264,87.0,11,2020,38.3,NORMAL,37.37,NORMAL,,INSUFFICIENT,42.06,NORMAL,42.43,NORMAL,,INSUFFICIENT,38.14,NORMAL,37.04,NORMAL,,INSUFFICIENT
264,BAJFINANCE,Mar 2021,26673,9519,10839,6314,24,3,325,5992,26,4420,73.0,14,2021,27.91,NORMAL,29.59,NORMAL,,INSUFFICIENT,20.98,NORMAL,28.15,NORMAL,,INSUFFICIENT,19.29,NORMAL,24.92,NORMAL,,INSUFFICIENT
265,BAJFINANCE,Mar 2022,31641,9855,11880,9906,31,-17,385,9504,26,7028,116.0,17,2022,19.62,NORMAL,25.98,NORMAL,,INSUFFICIENT,20.72,NORMAL,30.8,NORMAL,,INSUFFICIENT,18.91,NORMAL,28.58,NORMAL,,INSUFFICIENT
266,BAJFINANCE,Mar 2023,41411,12701,12693,16018,39,-5,485,15528,26,11508,190.0,16,2023,16.23,NORMAL,26.58,NORMAL,,INSUFFICIENT,29.79,NORMAL,35.75,NORMAL,,INSUFFICIENT,29.74,NORMAL,34.6,NORMAL,,INSUFFICIENT
267,BAJFINANCE,Mar 2024,54972,18886,16099,19987,36,6,683,19310,25,14451,233.0,15,2024,27.26,NORMAL,24.35,NORMAL,,INSUFFICIENT,48.42,NORMAL,29.32,NORMAL,,INSUFFICIENT,47.23,NORMAL,27.56,NORMAL,,INSUFFICIENT
269,BANKBARODA,Mar 2013,36442,24486,10950,1006,3,4511,322,5195,9,4829,23.0,19,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
270,BANKBARODA,Mar 2014,40463,27604,12049,809,2,5555,368,5996,18,5036,23.0,19,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
271,BANKBARODA,Mar 2015,44915,30547,13466,902,2,5449,368,5983,36,3950,18.0,18,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
272,BANKBARODA,Mar 2016,45799,32107,25391,-11700,-26,5992,525,-6233,-19,-5033,-22.0,0,2016,7.92,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT
