id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_num,revenue_cagr_3yr,revenue_cagr_3yr_flag,revenue_cagr_5yr,revenue_cagr_5yr_flag,revenue_cagr_10yr,revenue_cagr_10yr_flag,pat_cagr_3yr,pat_cagr_3yr_flag,pat_cagr_5yr,pat_cagr_5yr_flag,pat_cagr_10yr,pat_cagr_10yr_flag,eps_cagr_3yr,eps_cagr_3yr_flag,eps_cagr_5yr,eps_cagr_5yr_flag,eps_cagr_10yr,eps_cagr_10yr_flag
754,IRFC,Mar 2020,13421,66,13355,100,0,10163,0,3192,0,3192,3.0,0,2020,14.05,NORMAL,14.1,NORMAL,,INSUFFICIENT,50.63,NORMAL,33.31,NORMAL,,INSUFFICIENT,-72.42,NORMAL,-57.33,NORMAL,,INSUFFICIENT
755,IRFC,Mar 2021,15771,113,15657,99,0,11237,4,4416,0,4416,3.0,31,2021,19.39,NORMAL,16.01,NORMAL,,INSUFFICIENT,29.04,NORMAL,39.07,NORMAL,,INSUFFICIENT,0.0,NORMAL,-56.29,NORMAL,,INSUFFICIENT
756,IRFC,Mar 2022,20299,123,20177,99,2,14075,14,6090,0,6090,5.0,30,2022,22.16,NORMAL,17.54,NORMAL,,INSUFFICIENT,39.26,NORMAL,45.5,NORMAL,,INSUFFICIENT,35.72,NORMAL,-48.86,NORMAL,,INSUFFICIENT
757,IRFC,Mar 2023,23722,134,23588,99,41,17447,14,6167,0,6167,5.0,32,2023,20.91,NORMAL,20.68,NORMAL,15.63,NORMAL,24.55,NORMAL,24.58,NORMAL,28.01,NORMAL,18.56,NORMAL,10.76,NORMAL,-31.57,NORMAL
758,IRFC,Mar 2024,26645,133,26513,100,10,20101,9,6412,0,6412,5.0,31,2024,19.1,NORMAL,19.07,NORMAL,15.7,NORMAL,13.24,NORMAL,23.25,NORMAL,24.77,NORMAL,18.56,NORMAL,20.11,NORMAL,-31.15,NORMAL
760,ITC,Mar 2013,31618,20398,11221,35,852,108,859,11106,31,7704,6.0,55,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
761,ITC,Mar 2014,35306,22227,13080,37,966,29,965,13052,31,9001,7.0,54,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
762,ITC,Mar 2015,38817,24566,14252,37,1229,91,1028,14362,32,9779,8.0,52,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
763,ITC,Mar 2016,39192,24661,14531,37,1483,78,1077,14859,36,9501,8.0,73,2016,7.42,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.24,NORMAL,,INSUFFICIENT,,INSUFFICIENT,10.06,NORMAL,,INSUFFICIENT,,INSUFFICIENT
764,ITC,Mar 2017,42768,27298,15470,36,1759,49,1153,16026,35,10477,8.0,56,2017,6.6,NORMAL,,INSUFFICIENT,,INSUFFICIENT,5.19,NORMAL,,INSUFFICIENT,,INSUFFICIENT,4.55,NORMAL,,INSUFFICIENT,,INSUFFICIENT
765,ITC,Mar 2018,43449,26928,16521,38,2240,115,1236,17409,34,11493,9.0,56,2018,3.83,NORMAL,6.56,NORMAL,,INSUFFICIENT,5.53,NORMAL,8.33,NORMAL,,INSUFFICIENT,4.0,NORMAL,8.45,NORMAL,,INSUFFICIENT
766,ITC,Mar 2019,48340,29802,18537,38,2080,71,1397,19150,33,12836,10.0,56,2019,7.24,NORMAL,6.49,NORMAL,,INSUFFICIENT,10.55,NORMAL,7.36,NORMAL,,INSUFFICIENT,7.72,NORMAL,7.39,NORMAL,,INSUFFICIENT
767,ITC,Mar 2020,49388,30044,19344,39,2417,81,1645,20035,22,15593,12.0,82,2020,4.91,NORMAL,4.93,NORMAL,,INSUFFICIENT,14.17,NORMAL,9.78,NORMAL,,INSUFFICIENT,14.47,NORMAL,8.45,NORMAL,,INSUFFICIENT
768,ITC,Mar 2021,49257,32193,17065,35,2577,58,1646,17938,25,13383,11.0,101,2021,4.27,NORMAL,4.68,NORMAL,,INSUFFICIENT,5.21,NORMAL,7.09,NORMAL,,INSUFFICIENT,6.92,NORMAL,6.58,NORMAL,,INSUFFICIENT
769,ITC,Mar 2022,60645,40021,20623,34,1910,60,1732,20740,25,15503,12.0,93,2022,7.85,NORMAL,7.23,NORMAL,,INSUFFICIENT,6.49,NORMAL,8.15,NORMAL,,INSUFFICIENT,6.27,NORMAL,8.45,NORMAL,,INSUFFICIENT
770,ITC,Mar 2023,70919,45215,25704,36,2098,78,1809,25915,25,19477,15.0,100,2023,12.82,NORMAL,10.3,NORMAL,8.41,NORMAL,7.7,NORMAL,11.13,NORMAL,9.72,NORMAL,7.72,NORMAL,10.76,NORMAL,9.6,NORMAL
771,ITC,Mar 2024,70866,44634,26233,37,2804,80,1816,27140,24,20751,16.0,84,2024,12.89,NORMAL,7.95,NORMAL,7.22,NORMAL,15.74,NORMAL,10.08,NORMAL,8.71,NORMAL,13.3,NORMAL,9.86,NORMAL,8.62,NORMAL
773,JINDALSTEL,Mar 2013,19807,13701,6106,31,333,1067,1539,3833,24,2952,31.0,5,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
774,JINDALSTEL,Mar 2014,19286,13487,5799,30,349,1807,1829,2512,25,1896,21.0,7,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
775,JINDALSTEL,Mar 2015,19401,13937,5464,28,-1399,2875,2733,-1543,-6,-1452,-14.0,0,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
776,JINDALSTEL,Mar 2016,19469,16032,3437,18,-79,3254,4068,-3964,-22,-3087,-32.0,0,2016,-0.57,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT
777,JINDALSTEL,Mar 2017,21603,16894,4709,22,-362,3441,3949,-3043,-17,-2538,-25.0,0,2017,3.85,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT
778,JINDALSTEL,Mar 2018,33286,26817,6469,19,-584,3866,3883,-1864,-13,-1616,-15.0,0,2018,19.71,NORMAL,10.94,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT
779,JINDALSTEL,Mar 2019,46966,38553,8412,18,-1470,4264,5480,-2802,-14,-2412,-17.0,0,2019,34.12,NORMAL,19.48,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT,,BOTH_NEGATIVE,,DECLINE_TO_LOSS,,INSUFFICIENT
780,JINDALSTEL,Mar 2020,37923,31092,6831,18,74,3768,3429,-291,37,-400,-1.0,0,2020,20.63,NORMAL,14.34,NORMAL,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT,,BOTH_NEGATIVE,,BOTH_NEGATIVE,,INSUFFICIENT
781,JINDALSTEL,Mar 2021,34579,23646,10933,32,313,2753,2414,6078,30,4267,36.0,0,2021,1.28,NORMAL,12.17,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT
782,JINDALSTEL,Mar 2022,51166,35650,15515,30,-1840,1888,2097,9690,30,6766,56.0,5,2022,2.9,NORMAL,18.82,NORMAL,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT,,TURNAROUND,,TURNAROUND,,INSUFFICIENT
783,JINDALSTEL,Mar 2023,53212,43270,9942,19,-539,1446,2691,5266,25,3974,31.0,6,2023,11.95,NORMAL,9.84,NORMAL,10.39,NORMAL,,TURNAROUND,,TURNAROUND,3.02,NORMAL,,TURNAROUND,,TURNAROUND,0.0,NORMAL
784,JINDALSTEL,Mar 2024,50354,40153,10202,20,156,1294,2822,6241,5,5943,58.0,3,2024,13.35,NORMAL,1.4,NORMAL,10.07,NORMAL,11.68,NORMAL,,TURNAROUND,12.1,NORMAL,17.23,NORMAL,,TURNAROUND,10.69,NORMAL
786,JIOFIN,Mar 2023,45,6,39,88,10,0,0,49,37,31,,0,2023,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
787,JIOFIN,Mar 2024,1855,296,1559,84,429,10,22,1956,18,1605,3.0,0,2024,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
789,JSWENERGY,Mar 2013,8870,6069,2801,32,9,963,662,1186,23,901,6.0,36,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
790,JSWENERGY,Mar 2014,8648,5394,3255,38,-179,1206,810,1060,27,760,5.0,43,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
791,JSWENERGY,Mar 2015,9347,5723,3624,39,196,1137,790,1892,27,1358,8.0,24,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
792,JSWENERGY,Mar 2016,9824,5796,4029,41,340,1498,854,2017,28,1460,9.0,22,2016,3.46,NORMAL,,INSUFFICIENT,,INSUFFICIENT,17.46,NORMAL,,INSUFFICIENT,,INSUFFICIENT,14.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT
793,JSWENERGY,Mar 2017,8263,4939,3324,40,221,1685,969,892,30,623,4.0,13,2017,-1.51,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-6.41,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-7.17,NORMAL,,INSUFFICIENT,,INSUFFICIENT
794,JSWENERGY,Mar 2018,8049,5336,2713,34,47,1456,966,338,75,85,0.0,0,2018,-4.86,NORMAL,-1.92,NORMAL,,INSUFFICIENT,-60.3,NORMAL,-37.64,NORMAL,,INSUFFICIENT,-100.0,NORMAL,-100.0,NORMAL,,INSUFFICIENT
795,JSWENERGY,Mar 2019,9138,6283,2855,31,398,1192,1164,897,24,684,4.0,24,2019,-2.38,NORMAL,1.11,NORMAL,,INSUFFICIENT,-22.33,NORMAL,-2.09,NORMAL,,INSUFFICIENT,-23.69,NORMAL,-4.36,NORMAL,,INSUFFICIENT
796,JSWENERGY,Mar 2020,8273,5316,2957,36,376,1051,1738,544,6,1081,7.0,15,2020,0.04,NORMAL,-2.41,NORMAL,,INSUFFICIENT,20.17,NORMAL,-4.46,NORMAL,,INSUFFICIENT,20.51,NORMAL,-2.64,NORMAL,,INSUFFICIENT
797,JSWENERGY,Mar 2021,6922,4009,2913,42,248,896,1167,1099,25,823,5.0,41,2021,-4.9,NORMAL,-6.76,NORMAL,,INSUFFICIENT,113.14,NORMAL,-10.83,NORMAL,,INSUFFICIENT,,ZERO_BASE,-11.09,NORMAL,,INSUFFICIENT
798,JSWENERGY,Mar 2022,8167,4596,3572,44,575,777,1131,2238,22,1743,11.0,19,2022,-3.68,NORMAL,-0.23,NORMAL,,INSUFFICIENT,36.59,NORMAL,22.85,NORMAL,,INSUFFICIENT,40.1,NORMAL,22.42,NORMAL,,INSUFFICIENT
799,JSWENERGY,Mar 2023,10332,7050,3282,32,674,844,1169,1943,24,1480,9.0,22,2023,7.69,NORMAL,5.12,NORMAL,1.54,NORMAL,11.04,NORMAL,77.08,NORMAL,5.09,NORMAL,8.74,NORMAL,,ZERO_BASE,4.14,NORMAL
800,JSWENERGY,Mar 2024,11486,6104,5382,47,472,2053,1633,2167,20,1725,10.0,19,2024,18.39,NORMAL,4.68,NORMAL,2.88,NORMAL,27.98,NORMAL,20.32,NORMAL,8.54,NORMAL,25.99,NORMAL,20.11,NORMAL,7.18,NORMAL
802,JSWSTEEL,Mar 2013,38210,31698,6512,17,-307,1967,2237,1999,42,929,4.0,30,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
803,JSWSTEEL,Mar 2014,51220,42051,9169,18,-1630,3048,3183,1308,70,402,2.0,74,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
804,JSWSTEEL,Mar 2015,52972,43608,9364,18,103,3493,3434,2539,32,1722,7.0,19,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
805,JSWSTEEL,Mar 2016,41546,35124,6422,15,-1966,3601,3323,-2468,-80,-481,-1.0,-67,2016,2.83,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT,,DECLINE_TO_LOSS,,INSUFFICIENT,,INSUFFICIENT
806,JSWSTEEL,Mar 2017,55604,43296,12308,22,18,3768,3430,5128,33,3467,15.0,19,2017,2.78,NORMAL,,INSUFFICIENT,,INSUFFICIENT,105.07,NORMAL,,INSUFFICIENT,,INSUFFICIENT,95.74,NORMAL,,INSUFFICIENT,,INSUFFICIENT
807,JSWSTEEL,Mar 2018,71933,57017,14916,21,-177,3701,3387,7651,20,6113,26.0,16,2018,10.74,NORMAL,13.49,NORMAL,,INSUFFICIENT,52.55,NORMAL,45.76,NORMAL,,INSUFFICIENT,54.87,NORMAL,45.41,NORMAL,,INSUFFICIENT
808,JSWSTEEL,Mar 2019,84757,65827,18930,22,196,3917,4041,11168,33,7524,32.0,16,2019,26.83,NORMAL,10.6,NORMAL,,INSUFFICIENT,,TURNAROUND,79.66,NORMAL,,INSUFFICIENT,,TURNAROUND,74.11,NORMAL,,INSUFFICIENT
809,JSWSTEEL,Mar 2020,73326,61513,11813,16,-289,4265,4246,3013,-30,3919,17.0,15,2020,9.66,NORMAL,6.72,NORMAL,,INSUFFICIENT,4.17,NORMAL,17.88,NORMAL,,INSUFFICIENT,4.26,NORMAL,19.42,NORMAL,,INSUFFICIENT
810,JSWSTEEL,Mar 2021,79839,59661,20178,25,473,3957,4679,12015,34,7873,33.0,25,2021,3.54,NORMAL,13.96,NORMAL,,INSUFFICIENT,8.8,NORMAL,,TURNAROUND,,INSUFFICIENT,8.27,NORMAL,,TURNAROUND,,INSUFFICIENT
811,JSWSTEEL,Mar 2022,146371,107257,39114,27,1600,4968,6001,29745,30,20938,85.0,25,2022,19.98,NORMAL,21.36,NORMAL,,INSUFFICIENT,40.66,NORMAL,43.28,NORMAL,,INSUFFICIENT,38.49,NORMAL,41.47,NORMAL,,INSUFFICIENT
812,JSWSTEEL,Mar 2023,165960,147490,18470,11,1561,6902,7474,5655,27,4139,17.0,25,2023,31.3,NORMAL,18.2,NORMAL,15.82,NORMAL,1.84,NORMAL,-7.5,NORMAL,16.11,NORMAL,0.0,NORMAL,-8.15,NORMAL,15.57,NORMAL
813,JSWSTEEL,Mar 2024,175006,146849,28157,16,1500,8105,8172,13380,33,8973,36.0,25,2024,29.9,NORMAL,15.6,NORMAL,13.07,NORMAL,4.46,NORMAL,3.59,NORMAL,36.42,NORMAL,2.94,NORMAL,2.38,NORMAL,33.51,NORMAL
815,KOTAKBANK,Mar 2013,10838,6024,6603,-1789,-17,5112,179,3144,30,2238,15.0,2,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
816,KOTAKBANK,Mar 2014,11986,6312,7053,-1379,-12,5282,208,3695,32,2527,16.0,2,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
817,KOTAKBANK,Mar 2015,13319,6966,9718,-3366,-25,8152,237,4550,33,3105,20.0,2,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
818,KOTAKBANK,Mar 2016,20402,11123,11541,-2263,-11,7631,345,5024,32,3524,19.0,3,2016,23.47,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.34,NORMAL,,INSUFFICIENT,,INSUFFICIENT,8.2,NORMAL,,INSUFFICIENT,,INSUFFICIENT
819,KOTAKBANK,Mar 2017,22324,11458,14832,-3965,-18,11660,362,7332,32,5019,27.0,2,2017,23.04,NORMAL,,INSUFFICIENT,,INSUFFICIENT,25.7,NORMAL,,INSUFFICIENT,,INSUFFICIENT,19.06,NORMAL,,INSUFFICIENT,,INSUFFICIENT
820,KOTAKBANK,Mar 2018,25131,12467,16805,-4141,-16,13682,383,9158,33,6258,33.0,2,2018,23.57,NORMAL,18.32,NORMAL,,INSUFFICIENT,26.32,NORMAL,22.83,NORMAL,,INSUFFICIENT,18.17,NORMAL,17.08,NORMAL,,INSUFFICIENT
821,KOTAKBANK,Mar 2019,29831,15187,19758,-5114,-17,16148,458,10576,33,7204,38.0,2,2019,13.5,NORMAL,20.0,NORMAL,,INSUFFICIENT,26.91,NORMAL,23.31,NORMAL,,INSUFFICIENT,25.99,NORMAL,18.89,NORMAL,,INSUFFICIENT
822,KOTAKBANK,Mar 2020,33474,15901,22578,-5005,-15,16892,465,11422,25,8593,45.0,0,2020,14.46,NORMAL,20.24,NORMAL,,INSUFFICIENT,19.63,NORMAL,22.58,NORMAL,,INSUFFICIENT,18.56,NORMAL,17.61,NORMAL,,INSUFFICIENT
823,KOTAKBANK,Mar 2021,32820,12967,29812,-9958,-30,23588,461,13168,25,9990,50.0,2,2021,9.31,NORMAL,9.97,NORMAL,,INSUFFICIENT,16.87,NORMAL,23.17,NORMAL,,INSUFFICIENT,14.86,NORMAL,21.35,NORMAL,,INSUFFICIENT
824,KOTAKBANK,Mar 2022,33741,11554,30699,-8512,-25,24941,480,15948,25,12089,61.0,2,2022,4.19,NORMAL,8.61,NORMAL,,INSUFFICIENT,18.83,NORMAL,19.22,NORMAL,,INSUFFICIENT,17.09,NORMAL,17.7,NORMAL,,INSUFFICIENT
825,KOTAKBANK,Mar 2023,42151,14411,33485,-5746,-14,25991,599,19646,25,14925,75.0,2,2023,7.99,NORMAL,10.9,NORMAL,14.55,NORMAL,20.21,NORMAL,18.99,NORMAL,20.89,NORMAL,18.56,NORMAL,17.84,NORMAL,17.46,NORMAL
826,KOTAKBANK,Mar 2024,56237,22567,47052,-13382,-24,38037,792,23863,25,18213,92.0,2,2024,19.66,NORMAL,13.52,NORMAL,16.72,NORMAL,22.16,NORMAL,20.38,NORMAL,21.84,NORMAL,22.54,NORMAL,19.34,NORMAL,19.12,NORMAL
828,LICI,Mar 2019,571508,565587,5920,1,2615,0,336,8199,68,2627,,2,2019,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
829,LICI,Mar 2020,628043,634989,-6947,-1,20870,0,379,13544,80,2710,,2,2020,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
830,LICI,Mar 2021,690914,691166,-252,0,12820,0,417,12151,76,2974,7.0,0,2021,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
831,LICI,Mar 2022,723606,720280,3326,0,9248,0,436,12138,66,4125,57.0,23,2022,8.18,NORMAL,,INSUFFICIENT,,INSUFFICIENT,16.23,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
832,LICI,Mar 2023,784628,750420,34207,4,7800,77,466,41463,13,35997,65.0,5,2023,7.7,NORMAL,,INSUFFICIENT,,INSUFFICIENT,136.83,NORMAL,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
833,LICI,Mar 2024,845966,813188,32779,4,14829,128,466,47014,13,40916,66.0,15,2024,6.98,NORMAL,8.16,NORMAL,,INSUFFICIENT,139.62,NORMAL,73.18,NORMAL,,INSUFFICIENT,111.26,NORMAL,,INSUFFICIENT,,INSUFFICIENT
835,LODHA,Mar 2011,2173,1663,510,23,145,283,17,355,26,264,6.0,0,2011,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
836,LODHA,Mar 2012,2954,2229,724,25,124,254,37,556,32,381,9.0,0,2012,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
837,LODHA,Mar 2015,6236,4769,1467,24,423,492,128,1269,37,798,18.0,0,2015,28.28,NORMAL,,INSUFFICIENT,,INSUFFICIENT,27.95,NORMAL,,INSUFFICIENT,,INSUFFICIENT,25.99,NORMAL,,INSUFFICIENT,,INSUFFICIENT
838,LODHA,Mar 2016,8249,6123,2126,26,510,988,450,1198,41,703,16.0,0,2016,,INSUFFICIENT,30.58,NORMAL,,INSUFFICIENT,,INSUFFICIENT,21.64,NORMAL,,INSUFFICIENT,,INSUFFICIENT,21.67,NORMAL,,INSUFFICIENT
839,LODHA,Mar 2017,7926,6313,1614,20,584,736,460,1001,42,584,13.0,0,2017,,INSUFFICIENT,21.82,NORMAL,,INSUFFICIENT,,INSUFFICIENT,8.92,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.63,NORMAL,,INSUFFICIENT
840,LODHA,Mar 2018,9677,7995,1682,17,285,390,395,1182,33,794,10.0,0,2018,15.77,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-0.17,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-17.79,NORMAL,,INSUFFICIENT,,INSUFFICIENT
841,LODHA,Mar 2019,11907,8728,3179,27,72,568,194,2489,34,1644,21.0,0,2019,13.01,NORMAL,,INSUFFICIENT,,INSUFFICIENT,32.73,NORMAL,,INSUFFICIENT,,INSUFFICIENT,9.49,NORMAL,,INSUFFICIENT,,INSUFFICIENT
842,LODHA,Mar 2020,12443,10526,1917,15,119,740,292,1003,26,742,9.0,0,2020,16.22,NORMAL,14.82,NORMAL,,INSUFFICIENT,8.31,NORMAL,-1.44,NORMAL,,INSUFFICIENT,-11.54,NORMAL,-12.94,NORMAL,,INSUFFICIENT
843,LODHA,Mar 2021,5449,4066,1383,25,-140,1136,73,33,-44,48,1.0,0,2021,-17.42,NORMAL,-7.96,NORMAL,9.63,NORMAL,-60.75,NORMAL,-41.54,NORMAL,-15.67,NORMAL,-53.58,NORMAL,-42.57,NORMAL,-16.4,NORMAL
844,LODHA,Mar 2022,9233,7047,2186,24,293,688,75,1716,30,1208,12.0,20,2022,-8.13,NORMAL,3.1,NORMAL,12.07,NORMAL,-9.76,NORMAL,15.65,NORMAL,12.23,NORMAL,-17.02,NORMAL,-1.59,NORMAL,2.92,NORMAL
845,LODHA,Mar 2023,9470,7406,2064,22,-1037,482,93,452,-8,490,5.0,14,2023,-8.7,NORMAL,-0.43,NORMAL,,INSUFFICIENT,-12.92,NORMAL,-9.2,NORMAL,,INSUFFICIENT,-17.79,NORMAL,-12.94,NORMAL,,INSUFFICIENT
846,LODHA,Mar 2024,10316,7651,2665,26,48,482,204,2028,23,1554,16.0,,2024,23.71,NORMAL,-2.83,NORMAL,,INSUFFICIENT,218.72,NORMAL,-1.12,NORMAL,,INSUFFICIENT,151.98,NORMAL,-5.29,NORMAL,,INSUFFICIENT
848,LT,Mar 2013,74426,63032,11394,15,2523,4642,1637,7638,31,5291,38.0,22,2013,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
849,LT,Mar 2014,85054,70968,14086,17,1337,6494,1446,7483,35,4885,35.0,27,2014,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
850,LT,Mar 2015,91929,76245,15684,17,1422,7266,2623,7217,31,4966,34.0,32,2015,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT,,INSUFFICIENT
851,LT,Mar 2016,101122,85637,15486,15,1219,6899,1787,8020,30,4592,31.0,40,2016,10.76,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-4.61,NORMAL,,INSUFFICIENT,,INSUFFICIENT,-6.56,NORMAL,,INSUFFICIENT,,INSUFFICIENT
852,LT,Mar 2017,109312,92691,16620,15,1466,6829,2370,8887,23,6486,43.0,22,2017,8.72,NORMAL,,INSUFFICIENT,,INSUFFICIENT,9.91,NORMAL,,INSUFFICIENT,,INSUFFICIENT,7.1,NORMAL,,INSUFFICIENT,,INSUFFICIENT
853,LT,Mar 2018,119683,99572,20111,17,1465,7714,2223,11639,27,8004,53.0,30,2018,9.19,NORMAL,9.97,NORMAL,,INSUFFICIENT,17.25,NORMAL,8.63,NORMAL,,INSUFFICIENT,15.95,NORMAL,6.88,NORMAL,,INSUFFICIENT
854,LT,Mar 2019,135220,112354,22866,17,2701,9339,1923,14305,28,10217,63.0,28,2019,10.17,NORMAL,9.72,NORMAL,,INSUFFICIENT,30.55,NORMAL,15.9,NORMAL,,INSUFFICIENT,26.67,NORMAL,12.47,NORMAL,,INSUFFICIENT
